filename,keywords,freesound_id,sound_link,manufacturer,license,title,description,num_downloads,geotag,start_time_s,end_time_s
435098.mp3,"woman, dialogues, field-recording, passangers, talking, train, speech, human, child, railway, voice",435098,https://freesound.org/people/alsounknownasa/sounds/435098/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,railway stories #011.WAV,Speech of a siberian trains's passengers.,27,,7.8,26.172
435099.mp3,"woman, dialogues, field-recording, passangers, talking, train, speech, human, child, railway, voice",435099,https://freesound.org/people/alsounknownasa/sounds/435099/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,railway stories #013.WAV,Speech of a siberian trains's passengers.,33,,15.001,37.032
340305.mp3,"catholic, misterium, sound-system, Poland, park, fieldrecording, speech, Pozna, Easter",340305,https://freesound.org/people/miastodzwiekow/sounds/340305/,miastodzwiekow,https://creativecommons.org/licenses/by/4.0/,after the mystery of the Passion_19.03.2016_Poznań_002.WAV,"19.03.2016: around 9.00 p.m. Fieldrecording made after the biggest in Europe performance of the Mystery Of The Passion held in Poznań since 1998 (<a href=""http://www.misterium.eu/)"" rel=""nofollow"">http://www.misterium.eu/)</a> - in the are of Park Cytadela (<a href=""https://en.wikipedia.org/wiki/Park_Cytadela)."" rel=""nofollow"">https://en.wikipedia.org/wiki/Park_Cytadela).</a> Short speech made by coordinator of the event. ",34,52.418826114179815 16.933563351631165,14.218,31.807
340315.mp3,"sound-system, bell, fieldrecording, speech, Pozna, voice, Easter",340315,https://freesound.org/people/miastodzwiekow/sounds/340315/,miastodzwiekow,https://creativecommons.org/licenses/by/4.0/,after the mystery of the Passion_19.03.2016_Poznań_003.WAV,"19.03.2016: around 9.00 p.m. Fieldrecording made after the biggest in Europe performance of the Mystery Of The Passion held in Poznań since 1998 (<a href=""http://www.misterium.eu/)"" rel=""nofollow"">http://www.misterium.eu/)</a> - in the are of Park Cytadela (<a href=""https://en.wikipedia.org/wiki/Park_Cytadela)."" rel=""nofollow"">https://en.wikipedia.org/wiki/Park_Cytadela).</a> Speech made by the coordinator of the event - he invites actors to the photo session, runs the bell, invites actors to the food.",63,52.41907003639708 16.93488299846649,33.2,62.908
231710.mp3,"problem, ease, cure, speech, heal",231710,https://freesound.org/people/vumseplutten1709/sounds/231710/,vumseplutten1709,http://creativecommons.org/licenses/by/3.0/,emotion6.wav,"A guy have a speech problem. His doctor solves that easily, an easë for the patient and a happy end.",94,,2.6,23.936
724964.mp3,"gibberish, weird, pareidolia, AI, simple, DtBlkFx, voice, rhyming, mouths, vocal, hell, speech, crud",724964,https://freesound.org/people/Timbre/sounds/724964/,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,simple as hell (AI gibberish),"White-noise processed by DtBlkFx then fed to AI  =&gt; Next-level EVP.

Below is my secret recipe for generating pareidolic speech in DtBlkFx

<img src=""https://i.imgur.com/WMuESn8.png"">",55,,0.0,20.899
436453.mp3,"sexy, drops, Dj, slow, speech, DROP, vocal, voice, woman, radio, female, jingle, DJ, girl, Drops, talk, speak",436453,https://freesound.org/people/ellenmentor/sounds/436453/,ellenmentor,http://creativecommons.org/publicdomain/zero/1.0/,DJ drops - dj strawbs.wav,"request. 
I used: 
Samson condenser microphone. 
PreSonus AudioBox 22VSL Pre-amp. 
Software: Studio One.
Effects &amp; Settings: No effects
Sample: My own voice.
Voice: Female speech, slow, sexy
Layers: 1 voices

Recorded Where: The Netherlands 
Recorded Date:: 2018-08-08",132,,26.2,41.936
544076.mp3,"try, speech, short, music",544076,https://freesound.org/people/ltere/sounds/544076/,ltere,https://creativecommons.org/licenses/by/4.0/,82806_and_531869.wav,"This is short compilation of the dry speech (1) and broadband music (2) signal with periodic transients. 

This 20 second excerpt is intended for testing audio processing algorithms.

(1) <a href=""https://freesound.org/people/shawshank73/sounds/82806/"" rel=""nofollow"">https://freesound.org/people/shawshank73/sounds/82806/</a>
(2) <a href=""https://freesound.org/people/BaDoink/sounds/531869/"" rel=""nofollow"">https://freesound.org/people/BaDoink/sounds/531869/</a>",71,,0.0,19.068
258099.mp3,"noise, clock, radio, shortwave, speech, voice",258099,https://freesound.org/people/tkzic/sounds/258099/,tkzic,https://creativecommons.org/licenses/by/4.0/,wwv_5mhz_short.wav,"The WWV National Bureau of Standards ""clock"" station at 5MHz. A combination of pulses, tones, speech, and background noise.",154,,0.0,21.522
266502.mp3,"distorted, speech, distortion",266502,https://freesound.org/people/Summermon/sounds/266502/,Summermon,http://creativecommons.org/publicdomain/zero/1.0/,uuhuhhhhhh.wav,"This is for a class? A speech distorted through many filters. 
Edited in Adobe Audition and given to us by our teacher initially. ",66,,10.146,34.608
418863.mp3,"megafon, gathering, speech, politician, public",418863,https://freesound.org/people/OleTerbijn/sounds/418863/,OleTerbijn,https://creativecommons.org/licenses/by/4.0/,Day of democracy in Kathmandu,"February 2016

A politician gives a speech through a megafon on the Day of Democracy in Nepal's capital Kathmandu.",183,27.7066377122 85.3154454049,0.0,27.706
677254.mp3,"two, synthesis, me, thesis, feeling, woman, mind, girl, couple, emotion, wife, man, she, dialog, speech, together, common, antithesis, marriage, male, boy, female",677254,https://freesound.org/people/Seelengold/sounds/677254/,Seelengold,https://creativecommons.org/licenses/by-nc/4.0/,Dialog,"My imagination about this sample: ""Man and woman in 'conversation': speech, counter-speech, thesis, antithesis, common ground, synthesis.... but who has the last word, of course, as always...?"" And your first association? I'm curious to hear your comment!

Made with Mixcraft 9 Pro Studio.

-------------------------------------------------------------
Maybe you are interested in my other music on Pond5?
<a href=""https://www.pond5.com/de/artist/Seelengold"" rel=""nofollow"">https://www.pond5.com/de/artist/Seelengold</a>

In my other music here on Freesound?
<a href=""https://freesound.org/people/Seelengold/"" rel=""nofollow"">https://freesound.org/people/Seelengold/</a>
-------------------------------------------------------------

Sound license of ""Dialog"": Noncommercial 4.0
If using this sample please note in your project:

Dialog © by Seelengold
<a href=""https://freesound.org/people/Seelengold/"" rel=""nofollow"">https://freesound.org/people/Seelengold/</a>

Please contact me via Freesound if you would like to use this sample in a commercial project.

Thanks to <a href=""http://freesound.org"" rel=""nofollow"">freesound.org</a>. and thanks to all who bring this project to life!

Many greetings from Germany",45,,25.688,52.202
577517.mp3,"rehearsal, speech, voice, male, muffled",577517,https://freesound.org/people/klearchos33/sounds/577517/,klearchos33,http://creativecommons.org/publicdomain/zero/1.0/,gw-voice-sono-edited.wav,Muffled speech from a rehearsal.,305,,225.209,249.475
258095.mp3,"shortwave, speech, signal, voice, radio",258095,https://freesound.org/people/tkzic/sounds/258095/,tkzic,https://creativecommons.org/licenses/by/4.0/,am_interference_7mhz.wav,The sound is an AM shortwave broadcast station from between 7-8 MHz.  It is speech with static noise and a digitally modulated carrier at 440Hz in the background.,253,,0.0,22.097
425001.mp3,"groovy, drumming, drum, improvised, beat, drums, percussion, drummer, speech, rhythm, news, percs, filler",425001,https://freesound.org/people/HoBoTrails/sounds/425001/,HoBoTrails,http://creativecommons.org/publicdomain/zero/1.0/,News Beat,"Thought this would make the perfect, very unique style to use drums as filler background music during a very important statement or speech. This track is a little over two minutes long and has just enough soft beats to NOT distract the listener to what is being said.

This was recorded using a Yamaha keyboards GuitarPop style drum rhythm, Audacity &amp; a little improvisation. I must admit...I like what I hear and I think - SO WILL YOU!

No acknowledgement to me is necessary but maybe a shout-out to Yamaha would seem in order.",1345,,55.2,71.877
435087.mp3,"woman, dialogues, field-recording, passangers, train, speech, child, railway",435087,https://freesound.org/people/alsounknownasa/sounds/435087/,alsounknownasa,http://creativecommons.org/publicdomain/zero/1.0/,railway stories #004.WAV,Speech of a siberian trains's passengers.,48,,0.601,28.967
41252.mp3,"air, aircraft, hostess, male, safety, speech",41252,https://freesound.org/people/303creative/sounds/41252/,303creative,http://creativecommons.org/licenses/by/3.0/,The air steward.aif,Flight attendant speech after landing safely,1353,,6.022,35.929
674057.mp3,"people, ambient, walla, field-recording, indoor, atmosphere, cry, soundscape, speech, ambiance, baby, depth-of-field, distant, scream, background, ambience, cough, airport",674057,https://freesound.org/people/Geoff-Bremner-Audio/sounds/674057/,Geoff-Bremner-Audio,http://creativecommons.org/publicdomain/zero/1.0/,airport walla ambience cancun,"Features: unintelligible speech, coughing, walkie talkies, paper sounds, walkbys.
Some sounds distant, some sounds close
Airport announcements cut out
Comes in approximately -44 LUFS

Sub frequencies cut out. Built to be a relatively consistent background through the whole track.

Edited in RX",86,21.038103499999977 -86.87525900000009,127.8,154.861
473897.mp3,"suffer, scary, voice, smash, horror, deep, talk, talking, kill, vocal, human, speech, male, creep, man",473897,https://freesound.org/people/SamsterBirdies/sounds/473897/,SamsterBirdies,http://creativecommons.org/publicdomain/zero/1.0/,Creepy Man Talking Compilation #2,A bunch of speech lines stringed up for you to cut out a piece that you need to use.,629,,0.0,24.475
406064.mp3,"DJ, spoken, text, tag, radio, female, girl, speak, slow, announcer, Radio-Tag, screen-reader, speech, woman, voice-over, sexy, request, vocal, american, english, voice, soft, talk, Radio-Drop",406064,https://freesound.org/people/ellenmentor/sounds/406064/,ellenmentor,https://creativecommons.org/licenses/by/4.0/,South Jersey Control-Radio Drop.wav,"request. 
I used: 
Samson condenser microphone. 
PreSonus AudioBox 22VSL Pre-amp. 
Software: Studio One.
Effects & Settings: NO Reverb, No effects
Sample: My own voice.
Voice: Female speech, slow, sexy
Layers: 1 voices

Recorded Where: The Netherlands 
Recorded Date: 2017 Oktober 27",242,,53.6,69.843
527426.mp3,"saying, comforting, sentence, spoken, text, scared, soothing, what-do-you-think, talking, female, girl, frightened, happen, chuckle, speak, speech, speaking, woman, monster, words, monster-in-cupboard, word, happening, vocal, english, voice, talk",527426,https://freesound.org/people/michellelindemann1/sounds/527426/,michellelindemann1,https://creativecommons.org/licenses/by/4.0/,what do you think is going to happen anyway.wav,"Me saying, “So tell me, what do you think is going to happen anyway……….. a monster’s
Going to come out of the cupboard, I don’t think so…. NOOooo…..mmm” 
ENJOY it! 

If you enjoyed this it be wonderful if you could comment and rate my work.

Also, if you can it would be very kind and appreciated if you could donate any amount to, 'freesound' to help them continue this magical service for us all!
If you use this for a professional/commercial project please credit my work! Can you please also message me a link through free sound that would be appreciated. Thanks

Example for crediting work; 'I wonder if she will be in touch.wav' by, michellelindemann1@freesound.org
Best Wishes
Michelle x
sentence female voice talking girl saying english word speaking speech vocal text spoken talk speak woman words love I-love-you arms stretch arms-can-stretch 
sad girl crying breakup boy upset hurting woman lady hurt miserable boyfriend girlfriend lost friend friendship sentence talking speaking vocal",1453,,0.0,18.734
527428.mp3,"saying, sentence, spoken, text, talking, female, girl, speak, feeling-good, take-a-look, outside, speech, wondering, speaking, woman, words, happening, word, look, vocal, english, voice, hello, talk",527428,https://freesound.org/people/michellelindemann1/sounds/527428/,michellelindemann1,https://creativecommons.org/licenses/by/4.0/,I think theres a message outside for you.wav,"Me saying, “Hello,  it’s such a lovely today, I feel good, the weather is good, I wonder what’s happening outside. Lets go have a look” 
ENJOY it! 

If you enjoyed this it be wonderful if you could comment and rate my work.

Also, if you can it would be very kind and appreciated if you could donate any amount to, 'freesound' to help them continue this magical service for us all!
If you use this for a professional/commercial project please credit my work! Can you please also message me a link through free sound that would be appreciated. Thanks

Example for crediting work; 'I wonder if she will be in touch.wav' by, michellelindemann1@freesound.org
Best Wishes
Michelle x



sentence female voice talking girl saying english word speaking speech vocal text spoken talk speak woman words sentence wondering outside happening take-a-look look hello feeling-good",1082,,0.0,16.574
32238.mp3,"hypnotism, request, silly, speech, vocal, voice",32238,https://freesound.org/people/FreqMan/sounds/32238/,FreqMan,https://creativecommons.org/licenses/by/4.0/,cliche_hypno.wav,"By request - this is the classic cliche hypnotism speech that all evil hypnotists give their victims before they make them do or believe unspeakable things... like acting like a chicken... or sending checks to the following address...


SM58 to Mackie Mixer to Extigy sound card.",1635,,38.402,68.356
667715.mp3,"woman, German, speech, AI, Roses1401, 665070, processed, English, de-reverb, reverb, voice, European, female, human, vocal, Freesound, demo",667715,https://freesound.org/people/Timbre/sounds/667715/,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,before-after Adobe-enhance remix of Roses1401's freesound#665070.flac,"See title &amp; ... <a href=""https://freesound.org/people/Roses1401/sounds/665070/"" rel=""nofollow"">https://freesound.org/people/Roses1401/sounds/665070/</a>

de-reverb stress-test.

Adobe enhance (beta) : AI speech-enhancement (free)
<a href=""https://podcast.adobe.com/enhance"" rel=""nofollow"">https://podcast.adobe.com/enhance</a>
Speech, not music.

It reduces reverb, sibilance, plosives, breaths, and non-voice sounds.

NB: Unusually it is capable of confabulation, 
e.g. ... <a href=""https://freesound.org/people/Timbre/sounds/668066/"" rel=""nofollow"">https://freesound.org/people/Timbre/sounds/668066/</a>

The output can benefit from compression, EQ, and the merest hint of stereo-reverb,
(coz it's mono &amp; too dry in places). Not applied in this example.",30,,0.0,24.368
668922.mp3,"strangehorizon, adobe, pseudostereo, motivational, male, vocal, American, experiment, speech, processed, human, English, voice, 668910, man",668922,https://freesound.org/people/Timbre/sounds/668922/,Timbre,http://creativecommons.org/publicdomain/zero/1.0/,Timbre+Adobe remix of strangehorizon's freesound #668910.flac,"See title &amp; ... <a href=""https://freesound.org/people/strangehorizon/sounds/668910/"" rel=""nofollow"">https://freesound.org/people/strangehorizon/sounds/668910/</a>

this is a ~50:50 mix of Timbre processed &amp; Adobe processed,
i.e. Adobe enhanced version is a reinforcement of speech.

<a href=""https://podcast.adobe.com/enhance"" rel=""nofollow"">https://podcast.adobe.com/enhance</a>  (currently does not have wet/dry or other controls)",69,,0.886,26.83
39416.mp3,"male, request, speech, vocal, voice",39416,https://freesound.org/people/acclivity/sounds/39416/,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,DigitalUnited.wav,"Requested by ""killthespeed"". ""The Sound of Digital United"" spoken by yours truly in gradually madder fashion. Zoom H4 WAV recorder with built-in mics.",208,,62.2,87.338
64347.mp3,"names, request, speech, voice",64347,https://freesound.org/people/acclivity/sounds/64347/,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,TomAndJerry.wav,"A list of names as requested by Martin Gough <a href=""http://www.freesound.org/forum/viewtopic.php?p=18313."" rel=""nofollow"">http://www.freesound.org/forum/viewtopic.php?p=18313.</a>(I added Tom just to make a snappy title LOL).. Zoom H4.",162,,0.0,22.702
23300.mp3,"male, radio, slogans, speech, vocal, voice",23300,https://freesound.org/people/acclivity/sounds/23300/,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,ICE_FM_Daniel.flac,"More slogans for a fictitious radio station, Ice FM. These spoken by my son, Daniel. ",288,,2.112,25.317
31912.mp3,"female, freqman, global, request, speech, vocal, voice, warming",31912,https://freesound.org/people/acclivity/sounds/31912/,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,GlobalWarming_Marg.wav,"""Global Warming"" spoken by my wife, Margaret, over the telephone. Requested by FreqMan <a href=""http://freesound.iua.upf.edu/forum/viewtopic.php?t=1683"" rel=""nofollow"">http://freesound.iua.upf.edu/forum/viewtopic.php?t=1683</a>",349,,0.0,18.909
31913.mp3,"freqman, global, male, request, speech, vocal, voice, warming",31913,https://freesound.org/people/acclivity/sounds/31913/,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,GlobalWarming_Mike.wav,"""Global Warming"" spoken by myself. Requested by FreqMan <a href=""http://freesound.iua.upf.edu/forum/viewtopic.php?t=1683"" rel=""nofollow"">http://freesound.iua.upf.edu/forum/viewtopic.php?t=1683</a>",202,,61.114,76.772
736292.mp3,"words, spoken, speech, strange, word, random, male, stupid, vocal, fun, joke, voice, absurd, weird, vox",736292,https://freesound.org/people/Duisterwho/sounds/736292/,Duisterwho,http://creativecommons.org/publicdomain/zero/1.0/,Dirty talk for the ladies and the secret organisations - vocal speech english spoken,for the fun,8,,60.602,86.125
645767.mp3,"voice, love, dancing, dance, positive, energy, motivational, vocal, music, vibrations, speech, goodness, party, male",645767,https://freesound.org/people/Duisterwho/sounds/645767/,Duisterwho,http://creativecommons.org/publicdomain/zero/1.0/,Weird dancing motivational speech.wav,"🙏 Thank you for interesting in my sounds!

Recorded on a Samson C01UPRO - condenser mic 🎙️

Supporting me by following me on SoundCloud is free aswell 🧡

Daan Duister Recordings 🎵",55,51.4685216038 4.90062546997,0.228,15.371
156549.mp3,"poem, request, speech, male, talk, man",156549,https://freesound.org/people/acclivity/sounds/156549/,acclivity,https://creativecommons.org/licenses/by/4.0/,OutwardBound.wav,I was requested to give the whole of this poem of mine,248,,6.0,31.299
736340.mp3,"lol, strange, speech, odd, laugh, stupid, joke, vocal, spoken, lelz, weird, random, funny, human, hit, ridiculous, vox, sentence, joking, english, hehe",736340,https://freesound.org/people/Duisterwho/sounds/736340/,Duisterwho,http://creativecommons.org/publicdomain/zero/1.0/,united nations speech - ridiculously truth - redpill - facts - reality,not realy ofcourzilorz,9,,19.402,42.724
593738.mp3,"Psychology, Spam, Robocall, Robo, Experiment, Tele, Speech, Marketing, China, Conditioning, Manipulation, Mass, Social, Massconditioning, Text, India, Psychological, Engineering, Call, Harassment, Annoying, Telemarketing",593738,https://freesound.org/people/JohnLaVine333/sounds/593738/,JohnLaVine333,http://creativecommons.org/publicdomain/zero/1.0/,Auto Waranty Service.aif,Do you get these calls?,41,,0.0,18.493
117813.mp3,"critical, critique, male, rude, shit, speech, talking, text",117813,https://freesound.org/people/JohnLaVine333/sounds/117813/,JohnLaVine333,https://creativecommons.org/licenses/by-nc/4.0/,TalkingShit.wav,this is a harassing e mail some loser wrote me after MISTAKENLY thinking I was mocking them... USE IT! ,283,,17.813,41.394
189479.mp3,"soldier, UPF-CS13, voice, speech, narrative",189479,https://freesound.org/people/wordswar/sounds/189479/,wordswar,http://creativecommons.org/licenses/by/3.0/,Soldier's speech,"Voice of a soldier narrating his experience of his life in a fictitious war conflict.
Recorded with a Shure SM58. Normalized and faded with Audacity.

Full text:
""...que importa. Empuño un arma, defiendo una nación. Ya no se como empezó. Ya no comprendo los porqués. Dentro de esta espiral de terror y sufrimiento deshumanizador. No hay personas, edades, sexos tras la mirilla. Solo veo trozos de carne, amenazas. Otros piensan por mí. Otros aprietan el gatillo por mí. No hay noche, no hay dia, vigilia o sueño. Realidad. Caminando entre cuerpos mutilados...""

",881,,0.0,28.403
22026.mp3,"challenge, english, male, numbers, robot, speech, vocal",22026,https://freesound.org/people/acclivity/sounds/22026/,acclivity,https://creativecommons.org/licenses/by-nc/4.0/,Numbers_EnglishMale.flac,"A second attempt at the challenge by jmmp at <a href=""http://freesound.iua.upf.edu/forum/viewtopic.php?p=5040#5040Numbers"" rel=""nofollow"">http://freesound.iua.upf.edu/forum/viewtopic.php?p=5040#5040Numbers</a> 1 to 20, then tens 30 thru 100",443,,0.0,20.3
189744.mp3,"UPF-CS13, voice, speech, refugee, narrative",189744,https://freesound.org/people/wordswar/sounds/189744/,wordswar,http://creativecommons.org/licenses/by/3.0/,Refugee's speech,"Voice of a refugee narrating his experience of his life in a fictitious war conflict.
Recorded with a Shure SM58. Normalized and faded with Audacity.

Full text:
""Desplazado, apartado de mi familia. Vulnerable, impotente aquí fuera. Un grito se rompe dentro de mi, se que nadie lo escuchará de todas formas. Me he quedado congelado en el tiempo, como telonero el silbido de las balas y las bombas caiendo. Salir huyendo de casa antes de que estallara. Mi sangre, su sangre...""",875,,0.0,22.915
736343.mp3,"lol, strange, speech, odd, laugh, stupid, joke, vocal, spoken, lelz, weird, random, funny, human, hit, ridiculous, vox, sentence, joking, english, hehe",736343,https://freesound.org/people/Duisterwho/sounds/736343/,Duisterwho,http://creativecommons.org/publicdomain/zero/1.0/,wigger white boy talking like a faggot gangsta trash talk bullshit nonsense speech vocal spoken english,"welcome to my profile!

I hope you enjoy :)",26,,22.2,48.867
91450.mp3,"door, field-recording, in-train, kyiv, metro, people, speech, train, transport",91450,https://freesound.org/people/KLarpen/sounds/91450/,KLarpen,http://creativecommons.org/licenses/by/3.0/,IN_Train_door_speech(good)_Lukjanivska-Zoloti_Vorota.wav, Recording from Kiev: door open and close; starting the train.,177,50.461779731 30.4819321632,7.8,32.101
207146.mp3,"Sheep, Built-in-mic, Hypocrisy, Irony, Rebellion, Originality, Majority, Speech, DIY, Commentary, Counter-Culture, Personality, Minority, Society, Philosophy, Thoughts, Recording, Behavior, Politics, Mainstream, isight, Culture, Prose, Followers",207146,https://freesound.org/people/JohnLaVine333/sounds/207146/,JohnLaVine333,https://creativecommons.org/licenses/by-nc/4.0/,CounterCultureMajority(Raw).aif,"I snagged this from an e-mail I just sent this stranger on O.K. Cupid.

She won't mind & screw her if she does, they're my thoughts... & my words. 

It's not like I'm telling you what she was saying. 

...anyhow, I thought this had a nice flow to it. Maybe you'll find use for it?



This version is unengineered.
...the version labeled (Post) is a bit more spruced up.",219,,5.612,29.704
189202.mp3,"UPF-CS13, voice, speech, child",189202,https://freesound.org/people/wordswar/sounds/189202/,wordswar,http://creativecommons.org/licenses/by/3.0/,Child's speech,"Voice of a child narrating his experience of his life in a fictitious war conflict.
Recorded with a Shure SM58. Normalized and faded with Audacity.

Full text:
""..y ruinas. Ya no sonríen. Tengo hambre. Quiero jugar con mi hermana en el patio de afuera. Ahora ella está estirada en el suelo y le sangra la cabeza. No me contesta. Veo fuego que avanza, escucho gritos. Tengo miedo. Quiero abrazar a mi madre, quiero que me lea un cuento antes de ir a dormir. Aprieto el osito de peluche contra mi pecho y cierro los ojos.""",1205,,0.0,23.795
624495.mp3,"non, woman, liar, female, scumbag, human, english, evil, american, harris, speech, vocal, laugh, nervous, answer, politics, voice, kamala, talk, speak",624495,https://freesound.org/people/JohnLaVine333/sounds/624495/,JohnLaVine333,http://creativecommons.org/publicdomain/zero/1.0/,kamala laugh slow verb.aif,"...politicians have a tendency to say awkward things when they're put on the spot &amp; trying to come up with a lie. This one is particularly sleezy when doing so! 

 God help us! :[",91,,0.0,17.995
644688.mp3,"one-shot, male, hit, vocal-stem, one-shot-sample, spoken, speech, drop, male-vocal, vocals, a-capella, vocal-sample, spoken-word, vocal-hit, voice, talk, acapella",644688,https://freesound.org/people/Duisterwho/sounds/644688/,Duisterwho,http://creativecommons.org/publicdomain/zero/1.0/,See you later - speech spoken vocal.wav,"Thank you for interesting in my sounds

Follow me on SoundCloud to support me &lt;3

Recorded on a Samson C01UPRO - condenser mic

Daan Duister Recordings",34,,0.0,18.418
709281.mp3,"speaking, market, countryside, Felixblume, spanish, hubbub, mexican, loudspeaker, hawker, Felix, village, crowd, fair, field-recording, voices, Mexico, seller, hawk, Blume",709281,https://freesound.org/people/felix.blume/sounds/709281/,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,Fair seller speaking in loudspeaker in spanish with distant crowd hubbub,"Fair seller speaking in loudspeaker in spanish with crowd hubbub. Recorded in market fair in mexican village near Tlaxcala

Sound recorded by a MS setup Schoeps Microphone hypercardio CCM41 &amp; CCM8 
Cooper Sound CS 104 Mixer + Zoom H4n Recorder
MS is encoded in STEREO Left-Right
Sound reference: MX091212-073
Recorded in December 2009 in Mexico",53,,28.011,43.705
